pregunta_usuario,categoria_sugerida,responsable_sugerido,respuesta_adecuada
"Soy de audtoria y tengo un manual, pero no sé quién debe cambiar versión eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el manual requiere cambiar versión, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe crear eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere crear, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe crear eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere crear, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe actualizar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere actualizar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de audtoria y tengo un archivo PDF, pero no sé quién debe actualizar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere actualizar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe revisar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere revisar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe revisar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere revisar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe aprobar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere aprobar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe aprobar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere aprobar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe codificar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere codificar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe codificar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere codificar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe publicar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere publicar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe publicar eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere publicar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe corregir eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere corregir, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe corregir eso",Documento con errores de ortografía,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere corregir, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
"Soy de auditoría y tengo un archivo PDF, pero no sé quién debe validar eso",Documento,Analistas de calidad / escalamiento según caso,"Para ese caso, primero se debe confirmar si el archivo PDF requiere validar, si pertenece al proceso de auditoría y si tiene evidencia o versión vigente. Como regla inicial, si es documento, formato, acta, matriz o registro, lo revisa un Analista de calidad. Si es oficial o requiere aprobación general, se escala a Yessica Castro. Si está asociado a auditoría o hallazgos, se deriva a Luis Grisales. Si requiere app, automatización o repositorio, puede apoyar Juan Esteban Pérez."
